Id,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
52,Thu Feb 04 00:00:44 CET 2021,Thu Feb 04 00:00:44 CET 2021,GET,http://molde.idi.ntnu.no:21091/,200,OK,39,339,1622
53,Thu Feb 04 00:00:44 CET 2021,Thu Feb 04 00:00:44 CET 2021,GET,http://molde.idi.ntnu.no:21091,200,OK,41,339,1622
54,Thu Feb 04 00:00:44 CET 2021,Thu Feb 04 00:00:44 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,65,319,173
55,Thu Feb 04 00:00:44 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,40,319,173
56,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/img/fitness.jpg,200,OK,102,304,55502
57,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,33,323,181
58,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/robots.txt,404,Not Found,37,294,149
59,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,36,323,181
60,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/navbar.js,200,OK,44,352,1736
61,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/scripts.js,200,OK,54,353,6218
62,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,37,322,179
63,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/sitemap.xml,404,Not Found,46,294,150
64,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,40,322,179
65,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles/style.css,200,OK,39,338,1008
66,Thu Feb 04 00:00:45 CET 2021,Thu Feb 04 00:00:45 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,41,319,173
67,Thu Feb 04 00:00:46 CET 2021,Thu Feb 04 00:00:46 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,34,323,181
68,Thu Feb 04 00:00:46 CET 2021,Thu Feb 04 00:00:46 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,39,322,179
69,Thu Feb 04 00:00:46 CET 2021,Thu Feb 04 00:00:46 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,76,319,173
70,Thu Feb 04 00:00:47 CET 2021,Thu Feb 04 00:00:47 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,36,323,181
71,Thu Feb 04 00:00:47 CET 2021,Thu Feb 04 00:00:47 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,38,322,179
72,Thu Feb 04 00:00:47 CET 2021,Thu Feb 04 00:00:47 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,40,319,173
73,Thu Feb 04 00:00:47 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,36,323,181
74,Thu Feb 04 00:00:48 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,35,322,179
75,Thu Feb 04 00:00:48 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,71,319,173
76,Thu Feb 04 00:00:48 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,36,323,181
77,Thu Feb 04 00:00:48 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,36,322,179
78,Thu Feb 04 00:00:48 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,34,319,173
79,Thu Feb 04 00:00:48 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/,200,OK,40,339,1622
80,Thu Feb 04 00:00:48 CET 2021,Thu Feb 04 00:00:48 CET 2021,GET,http://molde.idi.ntnu.no:21091/,200,OK,42,339,1622
81,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/img/fitness.jpg/,404,Not Found,36,294,155
82,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/img/,404,Not Found,39,294,143
83,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,33,323,181
84,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/robots.txt/,404,Not Found,38,294,150
85,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/,404,Not Found,35,294,147
86,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/navbar.js/,404,Not Found,33,294,157
87,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/scripts.js/,404,Not Found,33,294,158
88,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/sitemap.xml/,404,Not Found,33,294,151
89,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,35,322,179
90,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles/,404,Not Found,32,294,146
91,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:49 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles/style.css/,404,Not Found,37,294,156
92,Thu Feb 04 00:00:49 CET 2021,Thu Feb 04 00:00:50 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,369,319,173
93,Thu Feb 04 00:00:50 CET 2021,Thu Feb 04 00:00:50 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,34,323,181
94,Thu Feb 04 00:00:50 CET 2021,Thu Feb 04 00:00:50 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,32,322,179
95,Thu Feb 04 00:00:50 CET 2021,Thu Feb 04 00:00:50 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,41,319,173
96,Thu Feb 04 00:00:51 CET 2021,Thu Feb 04 00:00:51 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,37,323,181
97,Thu Feb 04 00:00:51 CET 2021,Thu Feb 04 00:00:51 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,47,322,179
98,Thu Feb 04 00:00:51 CET 2021,Thu Feb 04 00:00:51 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,42,319,173
99,Thu Feb 04 00:00:51 CET 2021,Thu Feb 04 00:00:52 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,38,323,181
100,Thu Feb 04 00:00:52 CET 2021,Thu Feb 04 00:00:52 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,37,322,179
101,Thu Feb 04 00:00:52 CET 2021,Thu Feb 04 00:00:52 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,44,319,173
102,Thu Feb 04 00:00:52 CET 2021,Thu Feb 04 00:00:52 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,34,323,181
103,Thu Feb 04 00:00:52 CET 2021,Thu Feb 04 00:00:52 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,36,322,179
104,Thu Feb 04 00:00:52 CET 2021,Thu Feb 04 00:00:52 CET 2021,GET,http://molde.idi.ntnu.no:21091/elmah.axd,404,Not Found,36,294,148
105,Thu Feb 04 00:00:52 CET 2021,Thu Feb 04 00:00:52 CET 2021,GET,http://molde.idi.ntnu.no:21091/.htaccess,404,Not Found,40,294,148
106,Thu Feb 04 00:00:53 CET 2021,Thu Feb 04 00:00:53 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,33,319,173
107,Thu Feb 04 00:00:53 CET 2021,Thu Feb 04 00:00:53 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts,301,Moved Permanently,32,323,181
108,Thu Feb 04 00:00:53 CET 2021,Thu Feb 04 00:00:53 CET 2021,GET,http://molde.idi.ntnu.no:21091/img/.htaccess,404,Not Found,35,294,152
109,Thu Feb 04 00:00:53 CET 2021,Thu Feb 04 00:00:53 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/.htaccess,404,Not Found,34,294,156
110,Thu Feb 04 00:00:53 CET 2021,Thu Feb 04 00:00:53 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles,301,Moved Permanently,48,322,179
111,Thu Feb 04 00:00:53 CET 2021,Thu Feb 04 00:00:53 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles/.htaccess,404,Not Found,48,294,155
112,Thu Feb 04 00:00:53 CET 2021,Thu Feb 04 00:00:53 CET 2021,GET,http://molde.idi.ntnu.no:21091/img,301,Moved Permanently,41,319,173
113,Thu Feb 04 00:00:58 CET 2021,Thu Feb 04 00:00:58 CET 2021,GET,http://molde.idi.ntnu.no:21091/,200,OK,49,339,1622
114,Thu Feb 04 00:00:58 CET 2021,Thu Feb 04 00:00:58 CET 2021,GET,http://molde.idi.ntnu.no:21091/,200,OK,52,339,1622
115,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=message-groups&bucket=main,200,OK,224,784,179
116,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=message-groups&bucket=main,200,OK,244,784,179
117,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles/style.css,200,OK,60,338,1008
118,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles/style.css,200,OK,78,338,1008
119,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/navbar.js,200,OK,66,352,1736
120,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/scripts.js,200,OK,94,353,6218
121,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/navbar.js,200,OK,125,352,1736
122,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:00:59 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/scripts.js,200,OK,250,353,6218
123,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:01:00 CET 2021,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=85.0&pver=2.2,200,OK,944,201,1901
124,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:01:00 CET 2021,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=85.0&pver=2.2,200,OK,883,201,1901
125,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:00 CET 2021,GET,https://kit.fontawesome.com/0ce6c392ca.js,200,OK,160,1035,10865
126,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:00 CET 2021,GET,https://kit.fontawesome.com/0ce6c392ca.js,200,OK,202,1028,10865
127,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:01:00 CET 2021,GET,https://push.services.mozilla.com/,101,Switching Protocols,1177,129,0
128,Thu Feb 04 00:00:59 CET 2021,Thu Feb 04 00:01:00 CET 2021,GET,https://push.services.mozilla.com/,101,Switching Protocols,1199,129,0
129,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=partitioning-exempt-urls&bucket=main,200,OK,63,784,189
130,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=partitioning-exempt-urls&bucket=main,200,OK,73,784,189
131,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/partitioning-exempt-urls/changeset?_expected=1592906663254,200,OK,63,594,748
132,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/partitioning-exempt-urls/changeset?_expected=1592906663254,200,OK,63,594,748
133,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.bundle.min.js,200,OK,299,900,80821
134,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/js/bootstrap.bundle.min.js,200,OK,394,900,80821
135,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/css/bootstrap.min.css,200,OK,384,886,153111
136,Thu Feb 04 00:01:00 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://cdn.jsdelivr.net/npm/bootstrap@5.0.0-beta1/dist/css/bootstrap.min.css,200,OK,391,886,153111
137,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/message-groups/changeset?_expected=1595616291726,200,OK,94,596,1146
138,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/message-groups/changeset?_expected=1595616291726,200,OK,78,596,1146
139,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,http://molde.idi.ntnu.no:21091/img/fitness.jpg,200,OK,211,304,55502
140,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,http://molde.idi.ntnu.no:21091/img/fitness.jpg,200,OK,172,304,55502
141,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/ads-track-digest256/1611614019,200,OK,315,474,54582
142,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/ads-track-digest256/1611614019,200,OK,367,474,54582
143,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,232,506,5348
144,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:01 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,241,506,5348
145,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,http://molde.idi.ntnu.no:21091/favicon.ico,200,OK,69,327,1150
146,Thu Feb 04 00:01:01 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,http://molde.idi.ntnu.no:21091/favicon.ico,200,OK,82,327,1150
147,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,53,506,5348
148,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,53,506,5348
149,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=cfr-fxa&bucket=main,200,OK,74,784,172
150,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/social-track-digest256/1604686195,200,OK,140,473,2101
151,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/social-track-digest256/1604686195,200,OK,157,473,2101
152,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=cfr-fxa&bucket=main,200,OK,46,784,172
153,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://ka-f.fontawesome.com/releases/v5.15.2/css/free-v4-shims.min.css?token=0ce6c392ca,200,OK,234,1258,26701
154,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://ka-f.fontawesome.com/releases/v5.15.2/css/free-v4-shims.min.css?token=0ce6c392ca,200,OK,274,1266,26701
155,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://ka-f.fontawesome.com/releases/v5.15.2/css/free-v4-font-face.min.css?token=0ce6c392ca,200,OK,276,1260,2956
156,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://ka-f.fontawesome.com/releases/v5.15.2/css/free-v4-font-face.min.css?token=0ce6c392ca,200,OK,279,1254,2956
157,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://ka-f.fontawesome.com/releases/v5.15.2/css/free.min.css?token=0ce6c392ca,200,OK,291,1258,60351
158,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://ka-f.fontawesome.com/releases/v5.15.2/css/free.min.css?token=0ce6c392ca,200,OK,297,1262,60351
159,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/cfr-fxa/changeset?_expected=1609784305674,200,OK,125,596,1503
160,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/cfr-fxa/changeset?_expected=1609784305674,200,OK,94,596,1503
161,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/analytics-track-digest256/1604686195,200,OK,155,473,9845
162,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,51,506,5348
163,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,50,506,5348
164,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/analytics-track-digest256/1604686195,200,OK,157,473,9845
165,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=cfr&bucket=main,200,OK,57,784,168
166,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/records?collection=cfr&bucket=main,200,OK,43,784,168
167,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/content-track-digest256/1604686195,200,OK,133,474,15510
168,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/cfr/changeset?_expected=1612312953148,200,OK,82,597,21510
169,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/cfr/changeset?_expected=1612312953148,200,OK,62,597,21510
170,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:02 CET 2021,GET,https://tracking-protection.cdn.mozilla.net/content-track-digest256/1604686195,200,OK,143,474,15510
171,Thu Feb 04 00:01:02 CET 2021,Thu Feb 04 00:01:03 CET 2021,GET,http://molde.idi.ntnu.no:21091/index.html,200,OK,90,339,1622
172,Thu Feb 04 00:01:03 CET 2021,Thu Feb 04 00:01:03 CET 2021,GET,http://molde.idi.ntnu.no:21091/index.html,200,OK,61,339,1622
173,Thu Feb 04 00:01:03 CET 2021,Thu Feb 04 00:01:03 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,50,506,5348
174,Thu Feb 04 00:01:03 CET 2021,Thu Feb 04 00:01:03 CET 2021,GET,https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2021-03-22-17-58-04.chain,200,OK,51,506,5348
175,Thu Feb 04 00:01:03 CET 2021,Thu Feb 04 00:01:03 CET 2021,GET,http://molde.idi.ntnu.no:21091/styles/style.css,200,OK,102,338,1008
176,Thu Feb 04 00:01:03 CET 2021,Thu Feb 04 00:01:03 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/navbar.js,200,OK,104,352,1736
177,Thu Feb 04 00:01:03 CET 2021,Thu Feb 04 00:01:03 CET 2021,GET,http://molde.idi.ntnu.no:21091/scripts/scripts.js,200,OK,124,353,6218
